Id,SalePrice
1461,12293.803438792163
1462,13367.631456759467
1463,14154.683692603823
1464,14624.148366836616
1465,15582.432148272776
1466,13796.260426739476
1467,14199.073979727606
1468,13971.024814157317
1469,14854.768242862858
1470,12839.656659050524
1471,14164.668682619631
1472,12331.515615370317
1473,12207.353746372071
1474,13569.839465457628
1475,13186.419857291487
1476,18691.565750215144
1477,15979.694567771725
1478,17362.818322528507
1479,17281.80593667059
1480,19886.225842543114
1481,17187.78526778688
1482,15664.851684085632
1483,14582.603093351536
1484,14976.576499844803
1485,15457.654053484777
1486,15068.559078397251
1487,17605.747828951553
1488,16058.604747178244
1489,15827.169559589282
1490,16714.81177928556
1491,15011.30931979213
1492,10911.088142821434
1493,13774.203174144843
1494,15951.871704279267
1495,16140.71484670689
1496,17120.470755669958
1497,15721.72856105383
1498,15809.832649727974
1499,15711.446876202404
1500,15581.790148507593
1501,15534.895276339275
1502,15245.499734504689
1503,17485.206051378875
1504,16172.061508880903
1505,15851.71511731931
1506,13679.785346215176
1507,14945.64048126151
1508,13752.683022251713
1509,13578.316447712974
1510,13231.539308235591
1511,13373.969045236492
1512,13459.949180907144
1513,13380.433846882
1514,12299.76782272255
1515,12562.013005889976
1516,12074.986396902696
1517,14012.946694307093
1518,12278.188402233489
1519,14895.465603227685
1520,12716.341255626989
1521,12571.305680795025
1522,13716.571348259278
1523,12198.728070080142
1524,12636.636248903986
1525,12469.077410062606
1526,12218.32711833011
1527,12372.476968864295
1528,12105.671157281786
1529,14148.198633839767
1530,13616.657136242828
1531,11577.547105683252
1532,11301.416477654535
1533,12819.483583486212
1534,12198.565289513303
1535,11964.711576120215
1536,11237.341903720248
1537,9190.983712327967
1538,11973.045887740793
1539,13394.381560182519
1540,10435.58417026047
1541,12590.526068279083
1542,12447.876347059992
1543,12632.662419316886
1544,10614.149758047692
1545,12093.228176847222
1546,12966.175619563088
1547,11870.240379463618
1548,12548.472589362804
1549,12193.798532696235
1550,12243.766336953773
1551,11255.08040117772
1552,12527.486409321722
1553,13377.893272661066
1554,12543.238175953082
1555,13150.61428552483
1556,10620.440400987014
1557,10735.427160641264
1558,11552.543814642027
1559,9575.296268315675
1560,11243.55803351894
1561,11679.503192389157
1562,13231.766593499737
1563,13164.313218488109
1564,13479.169995277103
1565,13425.119243414054
1566,15529.251510479855
1567,10956.169965423363
1568,15896.984709454373
1569,12041.170879095975
1570,12880.649742825215
1571,11027.858406774947
1572,12860.319714873809
1573,15766.852857862057
1574,12639.1008364872
1575,15611.178083015546
1576,15658.897599204947
1577,14779.80751495755
1578,12781.189010183427
1579,13544.855681838038
1580,14643.985109642832
1581,13932.098367832434
1582,13133.862193771914
1583,15623.56409480739
1584,15086.751141312438
1585,14352.839039618893
1586,10769.613460543063
1587,12504.00025054004
1588,13910.477176331748
1589,11121.068704486339
1590,12805.826310572618
1591,12077.937122290985
1592,11034.022878080048
1593,12853.843363613909
1594,12428.077549731597
1595,11800.816030897995
1596,14783.807357543623
1597,14747.48495252655
1598,16073.685000135742
1599,14572.23008572774
1600,13894.590850186489
1601,10809.539740034117
1602,12022.019238611641
1603,11193.625349821536
1604,16481.670145002387
1605,15344.128434700926
1606,13661.824738859892
1607,13040.500571558408
1608,15141.431399179319
1609,15007.446960817815
1610,14045.911162399681
1611,12779.76014729539
1612,14872.371095710003
1613,13977.337604109483
1614,13534.448504368756
1615,12502.769415652887
1616,12105.980942618475
1617,12057.210238166252
1618,13246.05022564824
1619,13632.349864915734
1620,12590.898946638508
1621,13187.734939085458
1622,12759.624576986567
1623,16055.340311517697
1624,15105.269222243503
1625,12193.706244173267
1626,13058.679938915657
1627,14572.440427464888
1628,16341.74597591573
1629,14342.297431257015
1630,17664.40115120908
1631,15691.342828056459
1632,16125.153997804156
1633,14801.669140629168
1634,14567.75166272633
1635,14114.254981363832
1636,13791.439880506981
1637,14448.108307519422
1638,13133.755001630248
1639,13466.13643927654
1640,14492.786346612298
1641,13494.521873288648
1642,17142.05213471828
1643,15443.790196880991
1644,16187.752725423818
1645,13917.400037636016
1646,13783.544172251231
1647,13256.38772842938
1648,12944.9474822471
1649,13656.226254247476
1650,12575.804503990206
1651,12622.884631996229
1652,12483.104278617044
1653,12453.042699679143
1654,13590.669120846263
1655,13243.394568146017
1656,13735.26328657775
1657,13837.888073562319
1658,14175.130866855216
1659,13261.912001998364
1660,13681.986534862117
1661,18757.01992618188
1662,18634.038165838872
1663,18438.055888565752
1664,19496.985737923613
1665,17775.452320374705
1666,17635.272007380343
1667,18900.22435475224
1668,18347.621519858953
1669,17877.27171736049
1670,18239.213273963214
1671,15835.789938848086
1672,18061.338104580263
1673,16193.8203549264
1674,15282.862791414651
1675,15596.74290330724
1676,15554.435253685071
1677,15667.73067925408
1678,19305.425862437245
1679,19143.522007493233
1680,18304.922666373644
1681,17469.660090235593
1682,17596.12346695904
1683,15285.610862172609
1684,14393.444585717632
1685,14901.614531911426
1686,14958.909541073166
1687,15029.134802781538
1688,15016.84195604664
1689,15027.091252992746
1690,15128.71169516402
1691,15079.238134797946
1692,16251.477047140486
1693,14946.44865273329
1694,14592.885068161313
1695,14611.28088500484
1696,15609.572824527055
1697,14579.284448993529
1698,16942.742953331956
1699,16641.90387384407
1700,16199.863089242304
1701,16025.304432050209
1702,15745.513029764064
1703,15849.914609524487
1704,16348.157093395866
1705,16958.41825936027
1706,19617.65309145291
1707,16751.437359786014
1708,15528.952499985415
1709,16070.647305552155
1710,15724.387998879716
1711,17272.89692584161
1712,16130.710986973094
1713,17053.835854480163
1714,15786.514130490043
1715,15984.334984442026
1716,14659.495835044263
1717,14775.986156624725
1718,13696.630791628604
1719,15846.97477575502
1720,15566.657917724393
1721,14058.236899560901
1722,13151.833040285377
1723,13750.083647425918
1724,15069.682088536852
1725,15481.474045631236
1726,14560.84742032178
1727,14070.253112630682
1728,14264.95029172326
1729,13862.797113189983
1730,13218.088094519328
1731,12598.7444370754
1732,13110.790047970439
1733,12415.112641632624
1734,12734.309411562414
1735,13252.825308069494
1736,12262.751980718935
1737,15103.329252368207
1738,16308.867810708987
1739,15392.969605163666
1740,16325.592513025525
1741,15933.234561855441
1742,15528.559264595031
1743,15364.588698649204
1744,17788.503002696423
1745,15038.986456348544
1746,13324.230592059532
1747,14476.878855477436
1748,13853.893541595156
1749,12845.628122576021
1750,12152.195392321539
1751,14886.404825435868
1752,12722.094016778768
1753,13143.746997398632
1754,13421.473946620736
1755,13518.611193685228
1756,13090.220057486438
1757,12999.936220259975
1758,12817.695010381094
1759,12527.597369127097
1760,13568.865185160656
1761,12494.876027637341
1762,13431.976039766716
1763,14804.465506354598
1764,12655.350517377414
1765,13076.173197391887
1766,13794.848958873528
1767,14049.92854633017
1768,13240.527347608677
1769,13397.07523236075
1770,13759.1227627505
1771,12796.358993130656
1772,12559.181842599884
1773,12538.00839772
1774,13025.44043170054
1775,13448.295369469135
1776,12800.984856387106
1777,12538.932323834411
1778,13465.51130667826
1779,13447.10917255859
1780,13427.159531509771
1781,12732.325051789716
1782,11845.004270323949
1783,13379.089604524044
1784,12590.518879669404
1785,13714.618081036835
1786,11845.955393797323
1787,13758.378540918879
1788,10731.445535631428
1789,11672.432482138569
1790,12164.713057691119
1791,12700.374993116991
1792,12992.456420991073
1793,12036.340756269972
1794,13748.88791099253
1795,12738.838245306322
1796,13361.558307140658
1797,10958.612462527326
1798,13376.195164644876
1799,12794.20788829881
1800,13978.100670658343
1801,11935.184919486775
1802,11533.537370115515
1803,13060.944313354647
1804,13370.701204940975
1805,12732.870173436912
1806,11820.281738085112
1807,11159.4769410456
1808,12293.89217197432
1809,13072.912933118372
1810,12678.67808409875
1811,10365.210084735238
1812,10850.366975439618
1813,12404.903916526282
1814,12105.88942392436
1815,10543.637396004757
1816,12827.756281909307
1817,12472.281206975695
1818,13037.510597051109
1819,13452.570944640132
1820,10819.590827974964
1821,11992.596884070721
1822,13403.360126304118
1823,9520.176995355803
1824,12143.971772875331
1825,12954.837468982325
1826,12141.442792035432
1827,12132.057668522053
1828,11431.47761774378
1829,11952.340516892664
1830,12473.29642794094
1831,11839.448323398923
1832,9182.809030615457
1833,12394.355593707518
1834,12213.528055901032
1835,10378.668034306847
1836,11566.745112788889
1837,11247.999438011957
1838,12069.582164527768
1839,12402.491310825833
1840,13320.880570239917
1841,13423.674077440648
1842,11137.199864340897
1843,12624.491002156967
1844,13999.253175240767
1845,13018.480918056368
1846,13668.940427065661
1847,14249.56727168598
1848,10270.730026469746
1849,12436.411479142762
1850,12407.555003711204
1851,13173.635537105343
1852,12555.518400693476
1853,13468.280832932234
1854,14249.00748187461
1855,13485.354221241467
1856,15133.184448479964
1857,12755.021540666079
1858,12906.944879794119
1859,12894.985057607064
1860,13046.731457922604
1861,12887.033411085973
1862,16063.761842431784
1863,15605.282880975634
1864,15605.65387392305
1865,19121.125346041914
1866,18446.609856254017
1867,15134.806629662735
1868,16367.972105914934
1869,15157.134790871914
1870,15381.372553242936
1871,16703.89722776886
1872,14981.787907063921
1873,15989.119377847455
1874,13845.158784859044
1875,14544.674609412014
1876,14750.253722834057
1877,15086.432708533315
1878,15007.44924589975
1879,13271.490143722736
1880,13129.139842992607
1881,15537.645797935975
1882,15482.491502275747
1883,14904.492340283408
1884,15038.290200912514
1885,15508.435812670112
1886,16595.507296674088
1887,15239.923657565823
1888,15558.77862682401
1889,14940.236600033555
1890,11959.376841760482
1891,13513.536144959904
1892,11453.82562703915
1893,12230.789150982419
1894,12293.389274686366
1895,12187.37420954443
1896,12305.531029053154
1897,11835.705458599592
1898,11805.004825157243
1899,14573.591928408609
1900,13380.945483470043
1901,13874.626499248077
1902,13883.401607811265
1903,13997.368378103642
1904,14204.51799424992
1905,14204.153567604966
1906,12046.382570329026
1907,14434.636882922963
1908,12601.908328291878
1909,13644.679141166052
1910,13097.892077301452
1911,15346.098761217247
1912,17144.714125187442
1913,11915.399024646462
1914,10081.78312816505
1915,19500.198030974512
1916,10954.218605399317
1917,15355.592664024573
1918,13573.555690351817
1919,14007.422056662135
1920,12916.156280539239
1921,18299.532700749303
1922,18181.718560931557
1923,15368.041547062823
1924,15323.175092811149
1925,14639.029398404547
1926,18537.557096150005
1927,13025.47151508982
1928,13378.18614505628
1929,13388.33861439515
1930,13535.742009357013
1931,13422.084504348913
1932,13331.952364323368
1933,14923.632434781217
1934,14179.32611361027
1935,14242.485668769672
1936,15381.329288303377
1937,13755.893367415752
1938,14131.015607129777
1939,16248.251876373473
1940,15576.900701824707
1941,13974.951928584991
1942,14115.123491735254
1943,16086.145456681204
1944,19579.7151757432
1945,20251.36989284964
1946,12000.909140335429
1947,18986.45990738571
1948,13341.482793545989
1949,16244.534599677876
1950,14176.473284096697
1951,14408.894961005923
1952,13725.240490191049
1953,13743.415820499938
1954,13326.477221773066
1955,12834.479564426998
1956,15230.385700950643
1957,13044.766554016915
1958,15451.148965625409
1959,13206.617203613447
1960,12325.37262427429
1961,12912.365480643713
1962,12197.47056377367
1963,12411.79760441023
1964,12404.011586123268
1965,13727.109644502047
1966,13579.300017072062
1967,17204.05035716649
1968,19392.911781266277
1969,19146.572031634663
1970,18824.19599528499
1971,19975.078363961617
1972,18361.335045811615
1973,16574.151487116793
1974,18156.14613430465
1975,20067.854236049385
1976,15992.123041232999
1977,17114.669903181857
1978,17802.74407019243
1979,17630.127404345763
1980,15478.99032632127
1981,18404.194030595314
1982,15498.295906462148
1983,15278.49787819324
1984,15166.368438427211
1985,16182.970708792434
1986,14937.856876354528
1987,15532.090955072792
1988,14716.309645095356
1989,15059.490059794865
1990,15050.388369743308
1991,16212.47191100977
1992,15085.592576434457
1993,14453.922235072841
1994,14578.590594171766
1995,14559.943799859242
1996,15672.393255201807
1997,18005.35253351906
1998,16430.696749620438
1999,17347.189439591213
2000,16883.763455538097
2001,16780.57969858508
2002,15909.817336091879
2003,16252.663189601426
2004,17182.04234285063
2005,16207.342100396183
2006,16162.171748392971
2007,15947.782178413432
2008,16333.796428836045
2009,15374.220723875418
2010,14723.029971753625
2011,13272.097590157851
2012,14624.81584231215
2013,14821.624512544287
2014,14689.113213637936
2015,15584.27807870972
2016,15040.09347479607
2017,14506.762417404512
2018,12625.910235325118
2019,13013.145423169724
2020,11197.374164821103
2021,12159.547718016242
2022,13740.483552730453
2023,12227.381088023512
2024,16117.466698563112
2025,16787.660987257186
2026,15492.848797893577
2027,15620.667792662154
2028,14789.153958558854
2029,14817.271413583392
2030,17138.90336730434
2031,17040.96641494609
2032,18203.565391332704
2033,17169.296002608862
2034,15957.33770012487
2035,15356.47498850991
2036,15816.681882833347
2037,15931.306527460965
2038,19022.680202288353
2039,16989.442785403262
2040,14978.107608429726
2041,17079.85216410923
2042,15560.111876804036
2043,13969.815561245969
2044,13156.951331256829
2045,14441.632238512726
2046,12993.85962791527
2047,12951.936764401844
2048,13514.713166732385
2049,12691.527152831095
2050,13562.49864066658
2051,13098.1521934516
2052,12534.606773124025
2053,13345.068182501278
2054,11773.307001948122
2055,13092.771637379881
2056,12911.099407658474
2057,12049.290004892006
2058,14406.020166731365
2059,12826.71705103975
2060,13589.409731179447
2061,12893.137130697727
2062,12697.599222423743
2063,13003.550117383162
2064,12903.056949669077
2065,12366.566517819168
2066,13267.150106423647
2067,12406.939750632118
2068,12640.180745511134
2069,11690.384570285612
2070,12314.807061877853
2071,13042.143443562049
2072,12364.038265055748
2073,12441.649112003706
2074,13553.966085965336
2075,13324.852336069662
2076,12178.988768511137
2077,14246.717922446342
2078,13084.012565528366
2079,12580.130662769508
2080,12473.954434127896
2081,12199.119242623929
2082,11523.614708120554
2083,13078.290917271943
2084,12594.814019305788
2085,12668.252146357936
2086,10900.298832075454
2087,11653.6913114945
2088,10411.945632805448
2089,11959.701723369775
2090,12226.329226393591
2091,11546.401202602101
2092,11618.000260573976
2093,10612.913712048288
2094,12549.154599744197
2095,12379.505584895142
2096,10658.893575614748
2097,11492.53771364309
2098,12629.785195828215
2099,9847.077141139402
2100,9764.308803310269
2101,10816.24201411741
2102,11802.16180843663
2103,12351.092522590878
2104,11843.756254209002
2105,12977.049284024935
2106,9054.617703089938
2107,12837.709324420663
2108,12291.835218990624
2109,12277.219206426547
2110,12630.853277781955
2111,11857.69377483644
2112,12346.534699288266
2113,12284.309245041859
2114,12256.169983575086
2115,13559.6756692894
2116,12241.8383609064
2117,12730.997690638842
2118,12558.54059016393
2119,12377.016128510631
2120,11370.997113104548
2121,12307.195665784919
2122,12985.369312385268
2123,11420.095471750305
2124,12135.431074543922
2125,11593.809157362464
2126,13577.853707410499
2127,13160.123147201768
2128,12345.596880597623
2129,11762.566199263565
2130,12309.50689109354
2131,11582.181384130154
2132,11126.199543645695
2133,12896.73889506226
2134,12536.030700156416
2135,11876.422303331326
2136,10715.040591501353
2137,11630.253678316643
2138,13048.57222669924
2139,13274.082386837259
2140,13358.920425667719
2141,14401.677811045889
2142,12904.016899599497
2143,13931.505084935066
2144,12226.937830754423
2145,13432.216434696553
2146,13763.330744965662
2147,12819.90225155779
2148,12368.974236713617
2149,14103.644730664979
2150,15660.054270476272
2151,12654.576879965989
2152,14117.880943414808
2153,13008.440577179843
2154,11745.774031460061
2155,12771.074894848884
2156,14744.948695003004
2157,14974.741132299268
2158,15499.984001162236
2159,15358.478900122194
2160,15414.094515522867
2161,15224.528218380168
2162,17195.23613320349
2163,18421.936654324134
2164,15964.439231135611
2165,15269.647878652786
2166,14117.714367878973
2167,15540.385245858293
2168,14681.459747471647
2169,15196.539061699268
2170,15392.060511329373
2171,13849.075368770169
2172,12745.985847427484
2173,13659.718098145968
2174,15029.428567338784
2175,16303.107243835146
2176,17421.28487394357
2177,15554.687676288302
2178,15177.685313499156
2179,14291.799090493923
2180,14425.040429259112
2181,14962.927982904333
2182,15154.68243414321
2183,14993.059237560949
2184,11980.49665592219
2185,13331.209309961927
2186,12730.214682126429
2187,13386.231315633544
2188,13262.244638879618
2189,15340.687163524997
2190,11325.432984528403
2191,11087.870280864383
2192,11499.877351012678
2193,13060.400343372603
2194,12224.728649467288
2195,12120.467097311239
2196,12484.479264745309
2197,12561.376190835643
2198,13312.613970809161
2199,13312.22991051101
2200,13506.445326578478
2201,13481.072126493209
2202,15286.697147947441
2203,13010.45350655816
2204,13318.902161582739
2205,12473.103018135751
2206,12411.32231247383
2207,14068.381781328917
2208,15405.45169415139
2209,16094.67123350148
2210,13182.274771715707
2211,12254.167450516885
2212,12513.661608900717
2213,12067.92236352271
2214,12969.3610778394
2215,12092.164220572891
2216,12598.403433345855
2217,10701.549977117205
2218,10086.199602455237
2219,10007.017375282465
2220,10299.484497269545
2221,19503.8296621475
2222,18659.875100103236
2223,16043.877257506067
2224,14823.821223441446
2225,12892.882130981814
2226,13649.072282069978
2227,14690.273795569152
2228,16847.337775098797
2229,15974.683225589213
2230,14282.540077211128
2231,15598.408168300633
2232,13719.682837672672
2233,14144.504385561804
2234,16033.417030295037
2235,15914.683624238884
2236,15376.29865278912
2237,16503.374814945382
2238,14685.083160503782
2239,12056.370760341686
2240,14308.575932725767
2241,13403.822183882112
2242,12946.485365343218
2243,12973.45812920242
2244,12859.35352588893
2245,13361.309733662118
2246,13477.06003990441
2247,12875.776865745569
2248,13305.46510089525
2249,12828.77209804403
2250,12830.741696524565
2251,11290.425099503986
2252,13254.916009636294
2253,14199.692250922033
2254,14082.491875562173
2255,13945.589284801139
2256,14063.47012515223
2257,14553.97964348319
2258,13637.788307332165
2259,14053.109717205098
2260,12454.180568437583
2261,16002.403301817272
2262,16160.167728956574
2263,19060.54012510128
2264,19238.14675151875
2265,13278.207857547723
2266,18835.91210715508
2267,18164.624965481173
2268,19935.628826851666
2269,13063.404331312557
