Id,SalePrice
1461,109974.6913353138
1462,156987.75144475812
1463,181141.00969379212
1464,193557.12439159016
1465,191312.15408842388
1466,169668.40101603654
1467,179962.61762039096
1468,163327.02894330915
1469,191963.40675055803
1470,119592.27774532895
1471,185672.5127761526
1472,100208.63931453995
1473,99290.34199639791
1474,142262.51115504964
1475,112152.7965991707
1476,372062.0686480522
1477,250769.42225796505
1478,297125.4461729793
1479,286334.9689534849
1480,478109.84851524106
1481,313148.2280373888
1482,210370.5231857152
1483,174657.55969176342
1484,168028.27335877574
1485,187798.41260885782
1486,194057.55183135008
1487,313046.959376219
1488,244894.14120324983
1489,201759.3649299322
1490,224293.5312008808
1491,192868.7034476729
1492,92468.9215438986
1493,185102.24262748237
1494,278788.6508245822
1495,284162.31144652533
1496,235776.48427289916
1497,177576.70077518577
1498,171641.58801260774
1499,159575.9132884208
1500,149923.21414862768
1501,180026.63744068355
1502,146567.92762371362
1503,274658.63743632316
1504,247199.14478676658
1505,223195.72747667346
1506,180560.82395708121
1507,263564.0103857382
1508,208125.26515446816
1509,157251.83972318814
1510,152429.7299524333
1511,164155.7356242147
1512,159294.42479966325
1513,156036.49312295346
1514,152382.72867986548
1515,194679.08189229862
1516,157421.9089320198
1517,182437.3485165337
1518,131057.76380530868
1519,222683.92029481378
1520,132785.26021316793
1521,134132.681427075
1522,177500.1253999233
1523,114436.31871046308
1524,110910.52343452963
1525,122415.85035786814
1526,108388.73548856565
1527,110182.55065002012
1528,148930.1033358788
1529,152008.01046758203
1530,169713.52887523652
1531,110242.17551578044
1532,96153.05653953929
1533,131141.4362371724
1534,119749.51065034376
1535,156086.75528934848
1536,113625.72503443429
1537,64924.52611725184
1538,141753.85752870675
1539,177811.61300945247
1540,97494.77169205328
1541,129261.13473354783
1542,162660.2565666048
1543,196683.82384329927
1544,89906.16386366783
1545,112762.82009861515
1546,133006.63093580873
1547,126076.2195905285
1548,133629.6819825693
1549,115519.82410111914
1550,141311.86119306643
1551,119241.03197898871
1552,131354.4124990589
1553,128133.44825933583
1554,108960.47340809018
1555,172299.77101088056
1556,89749.97840095249
1557,104503.90269650158
1558,116983.98981776668
1559,77837.90721351613
1560,141542.56445751974
1561,127078.5584326945
1562,136491.46829913216
1563,123174.91764051668
1564,152613.25261076132
1565,145641.29881186495
1566,235566.89949441582
1567,88763.70794547598
1568,245527.54840856206
1569,132361.96077734526
1570,132489.41094928133
1571,110649.67282170827
1572,142788.24575938407
1573,247981.63221052702
1574,138283.76647258422
1575,238426.35586436777
1576,229442.30001197656
1577,187618.70923141696
1578,136333.88008895502
1579,144764.18331196505
1580,203752.97588487816
1581,137135.17081380577
1582,121386.2108060405
1583,298532.5760359249
1584,226126.13278367714
1585,139575.89367967527
1586,75496.29192493945
1587,103302.30015401833
1588,154813.56544321385
1589,98155.68310990957
1590,139069.51307062557
1591,93171.91003461569
1592,142129.89578681206
1593,122868.70264420896
1594,118005.93426930223
1595,119640.58071222751
1596,231618.78139209375
1597,205599.12892213571
1598,227065.4311775081
1599,176559.92535062303
1600,172837.92786884826
1601,64897.66345414189
1602,115979.44058178912
1603,66611.08969297993
1604,287802.8793540413
1605,246337.7928578521
1606,161846.3424175137
1607,168776.46425197445
1608,216458.08440350692
1609,184670.6589442989
1610,141579.25453802565
1611,132892.10861779298
1612,168904.42981775154
1613,167435.034029802
1614,114388.74355595396
1615,85073.45457846487
1616,82498.29322558317
1617,93230.01749530747
1618,127592.98748885468
1619,124243.5014698721
1620,174061.31743269315
1621,134394.50108749015
1622,141422.90771304918
1623,272714.85722047463
1624,216118.99871562645
1625,119468.9003276174
1626,184552.645416169
1627,200864.04824565756
1628,291533.20268986595
1629,183934.81500232636
1630,340785.77504222054
1631,235410.17969305435
1632,240127.1177597891
1633,177578.35996189903
1634,186432.63702900076
1635,173517.37448801464
1636,153643.8510201106
1637,188199.78181272678
1638,180238.24825338376
1639,179692.4962266609
1640,247992.86401591453
1641,187163.11375669343
1642,249876.159707657
1643,225045.33969650342
1644,228451.44044845848
1645,185757.17831908236
1646,170389.97002413523
1647,165564.2034159168
1648,128671.4546039667
1649,133884.51015816265
1650,111507.56190698271
1651,120087.33698731165
1652,97385.65883461184
1653,100544.21470143656
1654,144918.25041904638
1655,131847.89797950062
1656,141416.33767029582
1657,151466.80171426185
1658,149874.62335752303
1659,123212.11153260073
1660,160181.09653369113
1661,446457.5136739629
1662,426736.451078784
1663,386285.6132444189
1664,521376.6022707933
1665,313664.29824289365
1666,328175.7225870405
1667,362036.9461929801
1668,359571.6523601516
1669,313143.1558777086
1670,358763.8928235923
1671,272594.88886512
1672,419307.6610510517
1673,290316.0917296916
1674,235958.62080086445
1675,198943.7095035483
1676,190166.91882644678
1677,222076.40103872708
1678,464713.9907338534
1679,392134.65223927185
1680,337856.2277269631
1681,256511.47613658337
1682,315772.34612848685
1683,186698.47302726138
1684,182204.8193166691
1685,172525.09909591544
1686,173404.9478771918
1687,177138.11043375367
1688,189155.54569583928
1689,196668.68780190527
1690,198888.85345673954
1691,185176.39647516023
1692,252878.34776534888
1693,177616.26410781502
1694,180277.38578715833
1695,169954.85187187965
1696,286980.2018382083
1697,169002.17599820354
1698,352868.15260760876
1699,282647.20762594993
1700,256008.27069165683
1701,274612.3616910949
1702,252575.56901491425
1703,250439.56564316334
1704,271059.1990154413
1705,244921.53407386233
1706,451470.1564426678
1707,218472.88310225605
1708,207817.84617644193
1709,270247.55502320227
1710,220246.9160033814
1711,272972.5969234488
1712,262241.4699615581
1713,275883.25659176405
1714,218808.72476503596
1715,205099.95247103585
1716,173715.15563197035
1717,179456.91895791652
1718,136561.6146473577
1719,213648.18361860965
1720,229915.3901720206
1721,172244.87183667487
1722,128982.92407464568
1723,161248.37376232224
1724,209205.365319089
1725,242539.72977615675
1726,172881.79470948357
1727,148265.1704688841
1728,181041.61592059274
1729,154854.49503183787
1730,134526.95671425355
1731,118329.25103667975
1732,132983.10092449374
1733,109589.74513753162
1734,116386.25096661928
1735,130628.00610415013
1736,113132.09463372652
1737,282682.27537168487
1738,235728.21919551375
1739,238527.25722996032
1740,217467.93756849365
1741,195159.02354869433
1742,173680.43212301505
1743,177771.92745660574
1744,328619.3110937139
1745,219847.8030618714
1746,206402.49739456386
1747,224450.62979214062
1748,216948.52546731176
1749,153855.99650722177
1750,134922.9886309396
1751,231017.66101391634
1752,112722.8510266262
1753,150166.58754405234
1754,206059.74437899748
1755,163799.18300198778
1756,116759.71766588892
1757,117250.692155113
1758,140512.30367323477
1759,148761.33976619923
1760,152198.53379259576
1761,155094.43317533613
1762,164972.82458693002
1763,180810.83036224032
1764,115797.99823874657
